Permit Type,DOBRunDate
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
DM,11/03/2017 12:00:00 AM
